"query_id","blinded_candidate_id","reference_id","v1_presence","v2_presence","v1_bm25_rank","v1_bm25_score","v1_bm25_best_chunk_id","v1_dense_rank","v1_dense_score","v1_dense_best_chunk_id","v1_hybrid_rank","v1_hybrid_score","v1_hybrid_best_chunk_id","v2_bm25_rank","v2_bm25_score","v2_bm25_best_chunk_id","v2_dense_rank","v2_dense_score","v2_dense_best_chunk_id","v2_hybrid_rank","v2_hybrid_score","v2_hybrid_best_chunk_id","selected_evidence_chunk_ids","selected_evidence_source_versions","pool_inclusion_reason","filter_eligibility","deterministic_random_order_key"
"DEV-001","DEV-001-C11","b3bdfbb8c906aa73c8fdcb26ad008ca3a34c37d470abe0be016776fefd9b2a90","True","True","","","","","","","11","0.008160058408975601","a55d8dbb2b1ba55e3e976fa9ca81f6d022838f8e1a32876d2b4cd7a271e6d8e6","7","6.513106822967529","98a30e4ffca511eac37303284aa1c39f66efbc6c2e5055c42126297e9ec45299","6","0.8188133239746094","98a30e4ffca511eac37303284aa1c39f66efbc6c2e5055c42126297e9ec45299","4","0.014102564193308353","98a30e4ffca511eac37303284aa1c39f66efbc6c2e5055c42126297e9ec45299","46d40ac1ebfbbcb17e1e911c072de161f9760c480be944622af38691423e72b2;98a30e4ffca511eac37303284aa1c39f66efbc6c2e5055c42126297e9ec45299","v1;v2","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","7e974d05e28b168fc2ac8f70331cb6e74c4d1b390301c9e2e220e9e9a34a0b95"
"DEV-001","DEV-001-C12","86c5b789d8cba557956fbcb13eb34cf1fffd29b4a43b8d0511b0727e83416345","True","True","","","","10","0.8091377019882202","937e76f872d5c6b9f693e37267857c0f1a7a8260c01e489b2a8157f9c739fec9","14","0.0073027717880904675","937e76f872d5c6b9f693e37267857c0f1a7a8260c01e489b2a8157f9c739fec9","","","","","","","9","0.010732322931289673","937e76f872d5c6b9f693e37267857c0f1a7a8260c01e489b2a8157f9c739fec9","937e76f872d5c6b9f693e37267857c0f1a7a8260c01e489b2a8157f9c739fec9;34e12247d74c0c15e5795ccadf5eefe6697fefc593fe281b3d213f1e9d5eae5f","v2;v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","87c1ab86bc80e6426affb92e22f31441ed620f7689b4e54b73615232f6349f17"
"DEV-001","DEV-001-C13","d9910e8a1e4ba5b312484efdce47cfe184eb0c0f5ae1b5784a3809d5f0827a24","True","True","6","7.571439266204834","5595c45da1380273c51af01a17e1550ac0f500beeac466c01d9248327b6dc750","6","0.8145161867141724","5595c45da1380273c51af01a17e1550ac0f500beeac466c01d9248327b6dc750","3","0.012284643948078156","5595c45da1380273c51af01a17e1550ac0f500beeac466c01d9248327b6dc750","8","5.927975654602051","2a606d36bd8c7d7e1333e7884b2f706e996041b490efdfc247e7449175fff11c","","","","19","0.00792109128087759","2a606d36bd8c7d7e1333e7884b2f706e996041b490efdfc247e7449175fff11c","2a606d36bd8c7d7e1333e7884b2f706e996041b490efdfc247e7449175fff11c","v2","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","87cc556f5f2c51665eccc612c72f26198ad7e4f3f61622b67f944364035c88a4"
"DEV-001","DEV-001-C14","fda5298a5aa4e7010d493b2bf7a9c249d727ee960091428e070ef2edc1e2814a","True","True","9","6.284828186035156","b8ba2bb227005e0284bb85b2619b4c275e77f84a1475b506368a8cc8b8bb24d7","","","","13","0.007828283123672009","e1441cceba34be25e1d06948b08b3e4cacdf58bcccd7159a014ce1041a81df8f","10","5.659909248352051","b8ba2bb227005e0284bb85b2619b4c275e77f84a1475b506368a8cc8b8bb24d7","","","","18","0.007963734678924084","e1441cceba34be25e1d06948b08b3e4cacdf58bcccd7159a014ce1041a81df8f","e1441cceba34be25e1d06948b08b3e4cacdf58bcccd7159a014ce1041a81df8f;4001230396f1f964961f7cf4599d196ad0fb0475425758fcbefc60e960b41c42","v1;v2","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","8aab5d189e029e76a81fe050a13a4fa29bf68872b5bcb09a3ae64457591bd834"
"DEV-001","DEV-001-C15","51948495b0b47b0306b0d80f87c8c7e5ed8ea01e33c9e0af130bf9dbf9291390","True","True","","","","3","0.8160313963890076","c3a02063c7f3240aa144ebb44949ef8d85c0ea15cbc10600f13033710e94acb1","4","0.010639458894729614","c3a02063c7f3240aa144ebb44949ef8d85c0ea15cbc10600f13033710e94acb1","","","","","","","8","0.010797630995512009","c3a02063c7f3240aa144ebb44949ef8d85c0ea15cbc10600f13033710e94acb1","ca89b1d1ba166f2c47ecd4ce67477e06614ccfd7bc2a07afa8c1b24dfa21f353;b1d8a633121ae4eb07dea7fe1dc7b116968f375eb782810f83cd489bf73f2340","v1;v2","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","98239b220ff9f7f6f214f3dec65517a613f9bdc69234a28c325276717b3d6aad"
"DEV-001","DEV-001-C16","3ebeea6d54c2419b07675b72f191df28e92e12567645c2cf9a9f65d8bcb0a92c","False","True","","","","","","","","","","","","","2","0.8314386606216431","529c64c12d8d7e8c3a4c3721699e063c60f351ea087ceaa5875f0b60a09f1cd2","6","0.011249229311943054","529c64c12d8d7e8c3a4c3721699e063c60f351ea087ceaa5875f0b60a09f1cd2","fde206ef424e4f3fe9b86c2200e0571e90535015fd7c744d0df8cc5d7ff3cbb7;18a9a8424234fab2c18b6e4e1361be3f0d1c75350402d9d6c385f38f28337cd6","v2;v2","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","b47a45d63e6a06bd47e66b9675836d739cd92d678844aa3c86e047ec86da7db5"
"DEV-001","DEV-001-C17","0bf1bfe6a5300a8e4542f7115228366017a94af0de96600cbfcfc535d2b1d36e","True","True","8","6.284828186035156","b8ba2bb227005e0284bb85b2619b4c275e77f84a1475b506368a8cc8b8bb24d7","","","","12","0.007828283123672009","e1441cceba34be25e1d06948b08b3e4cacdf58bcccd7159a014ce1041a81df8f","9","5.659909248352051","b8ba2bb227005e0284bb85b2619b4c275e77f84a1475b506368a8cc8b8bb24d7","","","","17","0.007963734678924084","e1441cceba34be25e1d06948b08b3e4cacdf58bcccd7159a014ce1041a81df8f","4593bdd64e283c3509fa3cdaa3e5d8528078e04eb9e0c985b320979281bba87c;8a6213a352fb676185c65e2081d9ff929a5cdc23eadc07a5ef5aba238f9fd20d","v2;v2","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","b49d8167cf92a6bcbb8eb7b11716b6dcde885ce75e78793689d2872d5a8373d1"
"DEV-001","DEV-001-C18","1050dc5ecb89d278aeddbd0b4548867b56d072c72eec4153709ec701cbba8be2","True","True","","","","","","","19","0.006019017659127712","b2b8b21230ae4f126af8fbf9d1922f96b9ac2be6152fe35b26e6001974c8e148","","","","","","","12","0.009361518546938896","6011fa3c55321720ef5aaf2c8915e831e6ae1921315acbe7830e5e8736c814f4","597e686695500a8ee0691d88059406eaa7ba899418a3c434c452d0dcf598dbb9;c855a60ad6b1e0ba7d2de7633ebda377c90467b29ac51e676c8ada5c52686ab9","v1;v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","c49db4b473a726e2ff89c63505e5787712286d440b50b101099a645d08c6416c"
"DEV-001","DEV-001-C19","7d7b037dca83a49215fb4c22852c76ff11e98b80f3cc019feaf959620b140fab","True","False","","","","5","0.8150086402893066","2573a45131f12a99894ce6094215cb85f5c1387aa5ba277de54ee4482d47cacb","6","0.010417796671390533","0adf70dacf16721000727472de709d4f42b769aa446ba8222dd280370ebae495","","","","","","","","","","2573a45131f12a99894ce6094215cb85f5c1387aa5ba277de54ee4482d47cacb;0adf70dacf16721000727472de709d4f42b769aa446ba8222dd280370ebae495","v1;v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","cee1627c3a30aeebfb72f345ef15683c6613a84be394c4863f00e87494d928ca"
"DEV-001","DEV-001-C20","51f1639e89291600e780bb6d61b5a9c1057a732b918fff3f064ce53583d24220","True","True","2","13.18998908996582","b870f0c22f325e4241667288ed01bcaabf8c8fd9a32c927f303c4c593a4630b5","","","","9","0.009050709195435047","b870f0c22f325e4241667288ed01bcaabf8c8fd9a32c927f303c4c593a4630b5","3","12.619498252868652","b870f0c22f325e4241667288ed01bcaabf8c8fd9a32c927f303c4c593a4630b5","10","0.8156735897064209","f78ef928bbebe03c1e06d5accfdf7ab563bfb4132fbf5c1d9e3cc721900fc65a","11","0.009661835618317127","216f0fce79ed6d62b4498c7ef399656e6820c883de2bab488518669fe8d5adfd","9ebeea0c8331ca913b2e291faceaa67a6a66d707b7e6c4a31acd9c56a25dcca3;3b33e0786c21609196bb119863249adb2cec8ae4d97f8924805453bfaf08a8b4","v2;v2","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","cfd5b8dc4ae630df32dc3d8d15a11f2f4da7778b23ee4ae73d9e4dc42c01e04a"
"DEV-001","DEV-001-C21","3bb9cd8288d417032e1925281f4aabc3c0ab283042c069c2869831a53b6a4cbb","True","False","","","","4","0.8150086402893066","2573a45131f12a99894ce6094215cb85f5c1387aa5ba277de54ee4482d47cacb","5","0.010417796671390533","0adf70dacf16721000727472de709d4f42b769aa446ba8222dd280370ebae495","","","","","","","","","","2573a45131f12a99894ce6094215cb85f5c1387aa5ba277de54ee4482d47cacb;0adf70dacf16721000727472de709d4f42b769aa446ba8222dd280370ebae495","v1;v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","d7aa46f4a7f6a4120371cf0362738c0a8bfb218e2b54376350116e12ac7baf2b"
"DEV-001","DEV-001-C22","287e2c90f11551dfaad3749f7a02b21b55621155e5d1737ecebe8e7a77f1bda9","True","True","5","9.341646194458008","2e96668624286641f9e286092ad9b36aedffa8e71e82feb1b9a517f7b13bfeb6","","","","7","0.009660053998231888","2e96668624286641f9e286092ad9b36aedffa8e71e82feb1b9a517f7b13bfeb6","6","8.44188117980957","2e96668624286641f9e286092ad9b36aedffa8e71e82feb1b9a517f7b13bfeb6","","","","16","0.00824043620377779","2e96668624286641f9e286092ad9b36aedffa8e71e82feb1b9a517f7b13bfeb6","7b847ac58da07c2bc9789e2f8a85a03531025022e1bfb6e3364e4ee674190966;2e96668624286641f9e286092ad9b36aedffa8e71e82feb1b9a517f7b13bfeb6","v1;v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","dc3fb74548f104787effb7859b7a1de84e2c30d01098d88d072f7ddd66bef201"
"DEV-001","DEV-001-C23","81d49c92a1a849c083f5c61ba21f029ac888453fd64b1b8154d51008101bfc1b","True","True","","","","","","","17","0.00653787050396204","d4c80211c875fc138b896d8e439502084a8119de40c5fc39705da811f921c463","","","","8","0.8175421953201294","362c0caad5a2768ef15975409ffca21d053af99e588c546ce3d2c3261aaed1ed","15","0.008308963850140572","362c0caad5a2768ef15975409ffca21d053af99e588c546ce3d2c3261aaed1ed","d863c3f9aa6e11a538078d795b702e7948c08e5c2e342becaec404a4ef764c50;8373d38c7a41d66aae50f8582fa174f0760615e631de8f76177230568e9093f7","v1;v2","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","e17f4ed3bf929446c750ecb8bf27b2fc113d4246f521e2bfcc1170d02078823d"
"DEV-001","DEV-001-C24","bc184f6c5feb494de6bc79bed96a09611569e385973031fcf9da4ff0276e6204","False","True","","","","","","","","","","","","","","","","10","0.010420743376016617","f28fa9a6131ffce6a49937b25c21a9a4ce8669342ffd3a9de0ee7bfc89493b5d","ce591a6fa86299bad564dd18818cddd2c43256858b9d591faf042c6def93291d;f71d625a5889745581de0a516cbd7aa6354cbbe9c63d65fb8cb9c13ffc6412bd","v1;v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","f566e3681045a8d54d92609f52d7eb97fcde8bf98fdc7975174d5b3cf937273e"
"DEV-001","DEV-001-C25","a381831133a228d60e43d4de7e39331d8f2ee83231c3cdcfbafc5344fc93ce0b","False","True","","","","","","","","","","","","","4","0.8248652219772339","625923cbcc4fe11f6ad6d5f9341aa9c9f234a71328071bcef54553e483039159","14","0.008690656162798405","625923cbcc4fe11f6ad6d5f9341aa9c9f234a71328071bcef54553e483039159","e4acec8cea50233659ead237fcca30e1f01349df0783390f9a8ed189afbdc5be;816a94c79a57ae071afbb2a18d7b0a1d2c6ec282ed1ec88c534df86040ac2891","v2;v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","fec43b31e482b5a9f8f03329798fe16d304ea572b89e001518710ba81f2f9fb0"
"DEV-002","DEV-002-C01","7cc8c30eecef9d564c2024f8e7087652254db17de5dfb817a9f991803e278787","True","False","","","","6","0.8291705250740051","44490fee4d9fef6169165b83f06c25f99854ffe63a7fca4f7859835f78a6c737","16","0.007499509956687689","44490fee4d9fef6169165b83f06c25f99854ffe63a7fca4f7859835f78a6c737","","","","","","","","","","6008456ef59ace79d0f5e017eaf40838a26a5aa90f2e285892e0445ef0759207;f63c24b358e548c5ddf4e0a59be3d815dd4bb167e8df654c48bb3684a0e6fecd","v1;v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","0034c47197ec2773bf36a30fd6fb8178f079ab705246164f8d6ca6677e33ebe4"
"DEV-002","DEV-002-C02","e29b3162b530fccf4c25ed341a2e769d2062f25410a93088145c73c9bee04d05","True","True","9","9.714966773986816","452859c1c6969d7a583ad3838200f41842af52f6581ff10c0ae9783e06e93e77","","","","9","0.009238521568477154","452859c1c6969d7a583ad3838200f41842af52f6581ff10c0ae9783e06e93e77","6","10.927668571472168","452859c1c6969d7a583ad3838200f41842af52f6581ff10c0ae9783e06e93e77","","","","10","0.010394154116511345","d5c0aa98cff25fd840f38f6529fd91bb6379428e504d537bd33b0b329f0d7fe5","d5c0aa98cff25fd840f38f6529fd91bb6379428e504d537bd33b0b329f0d7fe5;452859c1c6969d7a583ad3838200f41842af52f6581ff10c0ae9783e06e93e77","v2;v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","10c419b8a4131bcf4bb6be4c56709eb3283aeb891fa5d64774a6b8581481d1ee"
"DEV-002","DEV-002-C03","d8fef5786f43462f69d3dd4981a6a1abd593d6c608c2e5abca0148c4a8518389","False","True","","","","","","","","","","","","","9","0.8281199932098389","355ffcd80deb070d37b4401134bdebe4399af74064131b7b2cf5d7c7fd849ad6","","","","343c9888deb6b478677e5adf974560880ed824d78c46bf1777f148e2e2011695;14c07e261324f8ad7afb3f5540d94f248683694073e73bc7647c38b1bc3b1d27","v1;v2","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","2a36c61d6a746dec7d93d006dcc290552fd4724c7342c465706f197f922e41b8"
"DEV-002","DEV-002-C04","6cbd13b41ebff0b784ab86bdc930b52b2fe2a5726d4ed1c0d54c368499f1faf6","True","False","","","","5","0.8291705250740051","44490fee4d9fef6169165b83f06c25f99854ffe63a7fca4f7859835f78a6c737","15","0.007499509956687689","44490fee4d9fef6169165b83f06c25f99854ffe63a7fca4f7859835f78a6c737","","","","","","","","","","6008456ef59ace79d0f5e017eaf40838a26a5aa90f2e285892e0445ef0759207;f63c24b358e548c5ddf4e0a59be3d815dd4bb167e8df654c48bb3684a0e6fecd","v1;v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","2fea3e3c9408d415724d455accc2075a3d45cac51b78266b05bdb0827cd9e230"
"DEV-002","DEV-002-C05","739e54673fd8b34ff9b928f145830fa0fa94320143e8210ce3fad9130465086a","True","True","7","12.44734001159668","e555aa2dbb67b0a841b9536dee1e1e8ad00ffacdcf35ce91710a6374b6007f85","8","0.8285480737686157","5ae4ad77d3c9192e9f111b41eb18db59d51a221256bf2b0f52bc7319af36a79f","4","0.013602941296994686","e555aa2dbb67b0a841b9536dee1e1e8ad00ffacdcf35ce91710a6374b6007f85","5","11.349692344665527","e2f000e1cba21d5e19259276fa861700010485bc463d2d6b103943f8966d559b","","","","4","0.01256472710520029","e2f000e1cba21d5e19259276fa861700010485bc463d2d6b103943f8966d559b","33154da696fae875674f8927e6999ba68fc7c7edf3943a39d620dee94eaeca18;e2f000e1cba21d5e19259276fa861700010485bc463d2d6b103943f8966d559b","v2;v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","3a68f05ded9ebc3755324622c5dca6c6a4bb6cdbeaa3fd7c7a04f1aba728b18e"
"DEV-002","DEV-002-C06","6be20ce073d3d7d5fed66345f2d7484809b0eb902b43213436e74f3b0952265a","True","True","","","","","","","19","0.006535131484270096","5795db91387f722efb28f7402c7634b567de93f882f193f7aac6b486a79eb5fb","8","10.631248474121094","5795db91387f722efb28f7402c7634b567de93f882f193f7aac6b486a79eb5fb","","","","17","0.008358042687177658","5795db91387f722efb28f7402c7634b567de93f882f193f7aac6b486a79eb5fb","5e28d1bb722bd169cc247d15bac2d85b7baa24ad7d19ce2c8833d9cde115bde0;5795db91387f722efb28f7402c7634b567de93f882f193f7aac6b486a79eb5fb","v2;v2","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","3e1b84da40887970f64aa4de303e03b7a3c803241b2b3dc0fc5e79df1f1f4a11"
"DEV-002","DEV-002-C07","3c16f040eeb84ed2700c20b72ef15997583dd6e69c8d1e90a57f617fe0fc4533","True","False","","","","9","0.8242402076721191","e198a3df8910974a263b255f4a07c20d40ace3834810cbe6df181269a1d21337","","","","","","","","","","","","","e198a3df8910974a263b255f4a07c20d40ace3834810cbe6df181269a1d21337;252b6366ea8b6dfd144632dca3f21b70b471fc43c67c79165e21016c46df85bf","v1;v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","431fd38d3ecd1ddfcf88681ac21d08fa5c9995149b8bd5bf2d1a3c64444d7453"
"DEV-002","DEV-002-C08","a01990a43137f047c2ce4a76d687c771656879601d30b265461c512cb9dd82cc","True","True","6","12.666841506958008","eaea6e597ecd1b8a19f1d7e93e1c682db7513abe80d5a0da9480f8b9fe7e90a8","","","","5","0.011279480531811714","eaea6e597ecd1b8a19f1d7e93e1c682db7513abe80d5a0da9480f8b9fe7e90a8","7","10.90468692779541","eaea6e597ecd1b8a19f1d7e93e1c682db7513abe80d5a0da9480f8b9fe7e90a8","","","","16","0.008524072356522083","eaea6e597ecd1b8a19f1d7e93e1c682db7513abe80d5a0da9480f8b9fe7e90a8","eaea6e597ecd1b8a19f1d7e93e1c682db7513abe80d5a0da9480f8b9fe7e90a8","v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","5c00dee0a33fbdf8bd022c94a358c6bdf4903aa9ab2e37c5f08aa7f6a0b742f9"
"DEV-002","DEV-002-C09","3a73a8da6d1e981a72d15b57047983e28f02a7572966ef6c318b23e793c146b0","True","False","5","12.669883728027344","623d02e6b2a512aac576acb7f6e0118b1ebe1ed7d9594ac981577a370fc46115","","","","11","0.008803986944258213","9d135c58c262cb020060172e1ae526efed95b6e59cb31b22cd9636ff7ac48373","","","","","","","","","","623d02e6b2a512aac576acb7f6e0118b1ebe1ed7d9594ac981577a370fc46115","v1","DETERMINISTIC_MULTI_SYSTEM_UNION_PRIORITY","True","641f957a0b1691b40a009ecd5a3374fe66e05933d6540c2c3dc5909a4c8450f8"
