"query_id","blinded_candidate_id","reference_id","corpus_version","retriever","reference_rank","score","best_chunk_id"
"DEV-001","DEV-001-C16","3ebeea6d54c2419b07675b72f191df28e92e12567645c2cf9a9f65d8bcb0a92c","v2","dense","2","0.8314386606216431","529c64c12d8d7e8c3a4c3721699e063c60f351ea087ceaa5875f0b60a09f1cd2"
"DEV-001","DEV-001-C16","3ebeea6d54c2419b07675b72f191df28e92e12567645c2cf9a9f65d8bcb0a92c","v2","hybrid","6","0.011249229311943054","529c64c12d8d7e8c3a4c3721699e063c60f351ea087ceaa5875f0b60a09f1cd2"
"DEV-001","DEV-001-C17","0bf1bfe6a5300a8e4542f7115228366017a94af0de96600cbfcfc535d2b1d36e","v1","bm25","8","6.284828186035156","b8ba2bb227005e0284bb85b2619b4c275e77f84a1475b506368a8cc8b8bb24d7"
"DEV-001","DEV-001-C17","0bf1bfe6a5300a8e4542f7115228366017a94af0de96600cbfcfc535d2b1d36e","v1","hybrid","12","0.007828283123672009","e1441cceba34be25e1d06948b08b3e4cacdf58bcccd7159a014ce1041a81df8f"
"DEV-001","DEV-001-C17","0bf1bfe6a5300a8e4542f7115228366017a94af0de96600cbfcfc535d2b1d36e","v2","bm25","9","5.659909248352051","b8ba2bb227005e0284bb85b2619b4c275e77f84a1475b506368a8cc8b8bb24d7"
"DEV-001","DEV-001-C17","0bf1bfe6a5300a8e4542f7115228366017a94af0de96600cbfcfc535d2b1d36e","v2","hybrid","17","0.007963734678924084","e1441cceba34be25e1d06948b08b3e4cacdf58bcccd7159a014ce1041a81df8f"
"DEV-001","DEV-001-C18","1050dc5ecb89d278aeddbd0b4548867b56d072c72eec4153709ec701cbba8be2","v1","hybrid","19","0.006019017659127712","b2b8b21230ae4f126af8fbf9d1922f96b9ac2be6152fe35b26e6001974c8e148"
"DEV-001","DEV-001-C18","1050dc5ecb89d278aeddbd0b4548867b56d072c72eec4153709ec701cbba8be2","v2","hybrid","12","0.009361518546938896","6011fa3c55321720ef5aaf2c8915e831e6ae1921315acbe7830e5e8736c814f4"
"DEV-001","DEV-001-C19","7d7b037dca83a49215fb4c22852c76ff11e98b80f3cc019feaf959620b140fab","v1","dense","5","0.8150086402893066","2573a45131f12a99894ce6094215cb85f5c1387aa5ba277de54ee4482d47cacb"
"DEV-001","DEV-001-C19","7d7b037dca83a49215fb4c22852c76ff11e98b80f3cc019feaf959620b140fab","v1","hybrid","6","0.010417796671390533","0adf70dacf16721000727472de709d4f42b769aa446ba8222dd280370ebae495"
"DEV-001","DEV-001-C20","51f1639e89291600e780bb6d61b5a9c1057a732b918fff3f064ce53583d24220","v1","bm25","2","13.18998908996582","b870f0c22f325e4241667288ed01bcaabf8c8fd9a32c927f303c4c593a4630b5"
"DEV-001","DEV-001-C20","51f1639e89291600e780bb6d61b5a9c1057a732b918fff3f064ce53583d24220","v1","hybrid","9","0.009050709195435047","b870f0c22f325e4241667288ed01bcaabf8c8fd9a32c927f303c4c593a4630b5"
"DEV-001","DEV-001-C20","51f1639e89291600e780bb6d61b5a9c1057a732b918fff3f064ce53583d24220","v2","bm25","3","12.619498252868652","b870f0c22f325e4241667288ed01bcaabf8c8fd9a32c927f303c4c593a4630b5"
"DEV-001","DEV-001-C20","51f1639e89291600e780bb6d61b5a9c1057a732b918fff3f064ce53583d24220","v2","dense","10","0.8156735897064209","f78ef928bbebe03c1e06d5accfdf7ab563bfb4132fbf5c1d9e3cc721900fc65a"
"DEV-001","DEV-001-C20","51f1639e89291600e780bb6d61b5a9c1057a732b918fff3f064ce53583d24220","v2","hybrid","11","0.009661835618317127","216f0fce79ed6d62b4498c7ef399656e6820c883de2bab488518669fe8d5adfd"
"DEV-001","DEV-001-C21","3bb9cd8288d417032e1925281f4aabc3c0ab283042c069c2869831a53b6a4cbb","v1","dense","4","0.8150086402893066","2573a45131f12a99894ce6094215cb85f5c1387aa5ba277de54ee4482d47cacb"
"DEV-001","DEV-001-C21","3bb9cd8288d417032e1925281f4aabc3c0ab283042c069c2869831a53b6a4cbb","v1","hybrid","5","0.010417796671390533","0adf70dacf16721000727472de709d4f42b769aa446ba8222dd280370ebae495"
"DEV-001","DEV-001-C22","287e2c90f11551dfaad3749f7a02b21b55621155e5d1737ecebe8e7a77f1bda9","v1","bm25","5","9.341646194458008","2e96668624286641f9e286092ad9b36aedffa8e71e82feb1b9a517f7b13bfeb6"
"DEV-001","DEV-001-C22","287e2c90f11551dfaad3749f7a02b21b55621155e5d1737ecebe8e7a77f1bda9","v1","hybrid","7","0.009660053998231888","2e96668624286641f9e286092ad9b36aedffa8e71e82feb1b9a517f7b13bfeb6"
"DEV-001","DEV-001-C22","287e2c90f11551dfaad3749f7a02b21b55621155e5d1737ecebe8e7a77f1bda9","v2","bm25","6","8.44188117980957","2e96668624286641f9e286092ad9b36aedffa8e71e82feb1b9a517f7b13bfeb6"
"DEV-001","DEV-001-C22","287e2c90f11551dfaad3749f7a02b21b55621155e5d1737ecebe8e7a77f1bda9","v2","hybrid","16","0.00824043620377779","2e96668624286641f9e286092ad9b36aedffa8e71e82feb1b9a517f7b13bfeb6"
"DEV-001","DEV-001-C23","81d49c92a1a849c083f5c61ba21f029ac888453fd64b1b8154d51008101bfc1b","v1","hybrid","17","0.00653787050396204","d4c80211c875fc138b896d8e439502084a8119de40c5fc39705da811f921c463"
"DEV-001","DEV-001-C23","81d49c92a1a849c083f5c61ba21f029ac888453fd64b1b8154d51008101bfc1b","v2","dense","8","0.8175421953201294","362c0caad5a2768ef15975409ffca21d053af99e588c546ce3d2c3261aaed1ed"
"DEV-001","DEV-001-C23","81d49c92a1a849c083f5c61ba21f029ac888453fd64b1b8154d51008101bfc1b","v2","hybrid","15","0.008308963850140572","362c0caad5a2768ef15975409ffca21d053af99e588c546ce3d2c3261aaed1ed"
"DEV-001","DEV-001-C24","bc184f6c5feb494de6bc79bed96a09611569e385973031fcf9da4ff0276e6204","v2","hybrid","10","0.010420743376016617","f28fa9a6131ffce6a49937b25c21a9a4ce8669342ffd3a9de0ee7bfc89493b5d"
"DEV-001","DEV-001-C25","a381831133a228d60e43d4de7e39331d8f2ee83231c3cdcfbafc5344fc93ce0b","v2","dense","4","0.8248652219772339","625923cbcc4fe11f6ad6d5f9341aa9c9f234a71328071bcef54553e483039159"
"DEV-001","DEV-001-C25","a381831133a228d60e43d4de7e39331d8f2ee83231c3cdcfbafc5344fc93ce0b","v2","hybrid","14","0.008690656162798405","625923cbcc4fe11f6ad6d5f9341aa9c9f234a71328071bcef54553e483039159"
"DEV-002","DEV-002-C01","7cc8c30eecef9d564c2024f8e7087652254db17de5dfb817a9f991803e278787","v1","dense","6","0.8291705250740051","44490fee4d9fef6169165b83f06c25f99854ffe63a7fca4f7859835f78a6c737"
"DEV-002","DEV-002-C01","7cc8c30eecef9d564c2024f8e7087652254db17de5dfb817a9f991803e278787","v1","hybrid","16","0.007499509956687689","44490fee4d9fef6169165b83f06c25f99854ffe63a7fca4f7859835f78a6c737"
"DEV-002","DEV-002-C02","e29b3162b530fccf4c25ed341a2e769d2062f25410a93088145c73c9bee04d05","v1","bm25","9","9.714966773986816","452859c1c6969d7a583ad3838200f41842af52f6581ff10c0ae9783e06e93e77"
"DEV-002","DEV-002-C02","e29b3162b530fccf4c25ed341a2e769d2062f25410a93088145c73c9bee04d05","v1","hybrid","9","0.009238521568477154","452859c1c6969d7a583ad3838200f41842af52f6581ff10c0ae9783e06e93e77"
"DEV-002","DEV-002-C02","e29b3162b530fccf4c25ed341a2e769d2062f25410a93088145c73c9bee04d05","v2","bm25","6","10.927668571472168","452859c1c6969d7a583ad3838200f41842af52f6581ff10c0ae9783e06e93e77"
"DEV-002","DEV-002-C02","e29b3162b530fccf4c25ed341a2e769d2062f25410a93088145c73c9bee04d05","v2","hybrid","10","0.010394154116511345","d5c0aa98cff25fd840f38f6529fd91bb6379428e504d537bd33b0b329f0d7fe5"
"DEV-002","DEV-002-C03","d8fef5786f43462f69d3dd4981a6a1abd593d6c608c2e5abca0148c4a8518389","v2","dense","9","0.8281199932098389","355ffcd80deb070d37b4401134bdebe4399af74064131b7b2cf5d7c7fd849ad6"
"DEV-002","DEV-002-C04","6cbd13b41ebff0b784ab86bdc930b52b2fe2a5726d4ed1c0d54c368499f1faf6","v1","dense","5","0.8291705250740051","44490fee4d9fef6169165b83f06c25f99854ffe63a7fca4f7859835f78a6c737"
"DEV-002","DEV-002-C04","6cbd13b41ebff0b784ab86bdc930b52b2fe2a5726d4ed1c0d54c368499f1faf6","v1","hybrid","15","0.007499509956687689","44490fee4d9fef6169165b83f06c25f99854ffe63a7fca4f7859835f78a6c737"
"DEV-002","DEV-002-C05","739e54673fd8b34ff9b928f145830fa0fa94320143e8210ce3fad9130465086a","v1","bm25","7","12.44734001159668","e555aa2dbb67b0a841b9536dee1e1e8ad00ffacdcf35ce91710a6374b6007f85"
"DEV-002","DEV-002-C05","739e54673fd8b34ff9b928f145830fa0fa94320143e8210ce3fad9130465086a","v1","dense","8","0.8285480737686157","5ae4ad77d3c9192e9f111b41eb18db59d51a221256bf2b0f52bc7319af36a79f"
"DEV-002","DEV-002-C05","739e54673fd8b34ff9b928f145830fa0fa94320143e8210ce3fad9130465086a","v1","hybrid","4","0.013602941296994686","e555aa2dbb67b0a841b9536dee1e1e8ad00ffacdcf35ce91710a6374b6007f85"
"DEV-002","DEV-002-C05","739e54673fd8b34ff9b928f145830fa0fa94320143e8210ce3fad9130465086a","v2","bm25","5","11.349692344665527","e2f000e1cba21d5e19259276fa861700010485bc463d2d6b103943f8966d559b"
"DEV-002","DEV-002-C05","739e54673fd8b34ff9b928f145830fa0fa94320143e8210ce3fad9130465086a","v2","hybrid","4","0.01256472710520029","e2f000e1cba21d5e19259276fa861700010485bc463d2d6b103943f8966d559b"
"DEV-002","DEV-002-C06","6be20ce073d3d7d5fed66345f2d7484809b0eb902b43213436e74f3b0952265a","v1","hybrid","19","0.006535131484270096","5795db91387f722efb28f7402c7634b567de93f882f193f7aac6b486a79eb5fb"
"DEV-002","DEV-002-C06","6be20ce073d3d7d5fed66345f2d7484809b0eb902b43213436e74f3b0952265a","v2","bm25","8","10.631248474121094","5795db91387f722efb28f7402c7634b567de93f882f193f7aac6b486a79eb5fb"
"DEV-002","DEV-002-C06","6be20ce073d3d7d5fed66345f2d7484809b0eb902b43213436e74f3b0952265a","v2","hybrid","17","0.008358042687177658","5795db91387f722efb28f7402c7634b567de93f882f193f7aac6b486a79eb5fb"
"DEV-002","DEV-002-C07","3c16f040eeb84ed2700c20b72ef15997583dd6e69c8d1e90a57f617fe0fc4533","v1","dense","9","0.8242402076721191","e198a3df8910974a263b255f4a07c20d40ace3834810cbe6df181269a1d21337"
"DEV-002","DEV-002-C08","a01990a43137f047c2ce4a76d687c771656879601d30b265461c512cb9dd82cc","v1","bm25","6","12.666841506958008","eaea6e597ecd1b8a19f1d7e93e1c682db7513abe80d5a0da9480f8b9fe7e90a8"
"DEV-002","DEV-002-C08","a01990a43137f047c2ce4a76d687c771656879601d30b265461c512cb9dd82cc","v1","hybrid","5","0.011279480531811714","eaea6e597ecd1b8a19f1d7e93e1c682db7513abe80d5a0da9480f8b9fe7e90a8"
"DEV-002","DEV-002-C08","a01990a43137f047c2ce4a76d687c771656879601d30b265461c512cb9dd82cc","v2","bm25","7","10.90468692779541","eaea6e597ecd1b8a19f1d7e93e1c682db7513abe80d5a0da9480f8b9fe7e90a8"
"DEV-002","DEV-002-C08","a01990a43137f047c2ce4a76d687c771656879601d30b265461c512cb9dd82cc","v2","hybrid","16","0.008524072356522083","eaea6e597ecd1b8a19f1d7e93e1c682db7513abe80d5a0da9480f8b9fe7e90a8"
"DEV-002","DEV-002-C09","3a73a8da6d1e981a72d15b57047983e28f02a7572966ef6c318b23e793c146b0","v1","bm25","5","12.669883728027344","623d02e6b2a512aac576acb7f6e0118b1ebe1ed7d9594ac981577a370fc46115"
"DEV-002","DEV-002-C09","3a73a8da6d1e981a72d15b57047983e28f02a7572966ef6c318b23e793c146b0","v1","hybrid","11","0.008803986944258213","9d135c58c262cb020060172e1ae526efed95b6e59cb31b22cd9636ff7ac48373"
"DEV-002","DEV-002-C10","b3bdfbb8c906aa73c8fdcb26ad008ca3a34c37d470abe0be016776fefd9b2a90","v1","dense","10","0.820543646812439","a55d8dbb2b1ba55e3e976fa9ca81f6d022838f8e1a32876d2b4cd7a271e6d8e6"
"DEV-002","DEV-002-C10","b3bdfbb8c906aa73c8fdcb26ad008ca3a34c37d470abe0be016776fefd9b2a90","v2","dense","5","0.8336693644523621","98a30e4ffca511eac37303284aa1c39f66efbc6c2e5055c42126297e9ec45299"
"DEV-002","DEV-002-C11","1050dc5ecb89d278aeddbd0b4548867b56d072c72eec4153709ec701cbba8be2","v2","dense","6","0.8335251808166504","c56e9ad12355ec18d82a8f927e8c32ef7f44de0568d7f1854f8db8c38ad42ce1"
"DEV-002","DEV-002-C11","1050dc5ecb89d278aeddbd0b4548867b56d072c72eec4153709ec701cbba8be2","v2","hybrid","9","0.010397957637906075","c56e9ad12355ec18d82a8f927e8c32ef7f44de0568d7f1854f8db8c38ad42ce1"
"DEV-002","DEV-002-C12","3e1724acc7db40dcc0f25f09ff32549fc6f9a1f679cf111c6537c23b8075a0e3","v1","bm25","2","14.938028335571289","e807d8189ddb60cbbbfa23876aa3c82768001baaecc5a04a4d028c3fb1751f33"
"DEV-002","DEV-002-C12","3e1724acc7db40dcc0f25f09ff32549fc6f9a1f679cf111c6537c23b8075a0e3","v1","dense","1","0.8431230187416077","790676ed0ff4bf780e73b4e0155a4de5abdb54dcd57f8e997f6b3a7950f731c1"
"DEV-002","DEV-002-C12","3e1724acc7db40dcc0f25f09ff32549fc6f9a1f679cf111c6537c23b8075a0e3","v1","hybrid","3","0.014618011191487312","630847a387dce0fa5e5c3d171bc60852d50272985d98917f5b3a9ec9b2564975"
"DEV-002","DEV-002-C12","3e1724acc7db40dcc0f25f09ff32549fc6f9a1f679cf111c6537c23b8075a0e3","v2","bm25","1","16.341407775878906","e807d8189ddb60cbbbfa23876aa3c82768001baaecc5a04a4d028c3fb1751f33"
"DEV-002","DEV-002-C12","3e1724acc7db40dcc0f25f09ff32549fc6f9a1f679cf111c6537c23b8075a0e3","v2","dense","1","0.8427626490592957","630847a387dce0fa5e5c3d171bc60852d50272985d98917f5b3a9ec9b2564975"
"DEV-002","DEV-002-C12","3e1724acc7db40dcc0f25f09ff32549fc6f9a1f679cf111c6537c23b8075a0e3","v2","hybrid","1","0.016009220853447914","630847a387dce0fa5e5c3d171bc60852d50272985d98917f5b3a9ec9b2564975"
"DEV-002","DEV-002-C13","f5d4cea0983c8859b7ddc576b5bb40d7e7dee47575821bb756d4ab6e60d20d3b","v1","hybrid","12","0.008439554832875729","3bff6925cccebe873909c03ed6e90a24a059a3096c3316f8313ff224c7b23748"
"DEV-002","DEV-002-C13","f5d4cea0983c8859b7ddc576b5bb40d7e7dee47575821bb756d4ab6e60d20d3b","v2","bm25","9","10.075350761413574","3bff6925cccebe873909c03ed6e90a24a059a3096c3316f8313ff224c7b23748"
"DEV-002","DEV-002-C13","f5d4cea0983c8859b7ddc576b5bb40d7e7dee47575821bb756d4ab6e60d20d3b","v2","hybrid","13","0.01011494267731905","3bff6925cccebe873909c03ed6e90a24a059a3096c3316f8313ff224c7b23748"
"DEV-002","DEV-002-C14","287e2c90f11551dfaad3749f7a02b21b55621155e5d1737ecebe8e7a77f1bda9","v1","bm25","8","10.716631889343262","7027d2a7564d6766d1d051ee70b6a30dbb82aa407170c8de081d60861138c6b0"
"DEV-002","DEV-002-C14","287e2c90f11551dfaad3749f7a02b21b55621155e5d1737ecebe8e7a77f1bda9","v1","hybrid","6","0.010817568749189377","7027d2a7564d6766d1d051ee70b6a30dbb82aa407170c8de081d60861138c6b0"
